,,,,Test Case,,,,,,,,,
,C30,Dist. x non-blocking barrier,"Signal interference - another turned-on bluetooth device (speaker/headphones), 0.5m for 5min",0.5,Signal interference - another turned-on bluetooth device (speaker/headphones),5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C31,Dist. x non-blocking barrier,"Signal interference - another turned-on bluetooth device (speaker/headphones), 1m for 5min",1,Signal interference - another turned-on bluetooth device (speaker/headphones),5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C32,Dist. x non-blocking barrier,"Signal interference - another turned-on bluetooth device (speaker/headphones), 1.5m for 5min",1.5,Signal interference - another turned-on bluetooth device (speaker/headphones),5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C33,Dist. x non-blocking barrier,"Signal interference - another turned-on bluetooth device (speaker/headphones), 2m for 5min",2,Signal interference - another turned-on bluetooth device (speaker/headphones),5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C34,Dist. x non-blocking barrier,"Signal interference - another turned-on bluetooth device (speaker/headphones), 3m for 5min",3,Signal interference - another turned-on bluetooth device (speaker/headphones),5,Any,Any,"1 (Side by side, facing up) ",P1,,,
,C35,Dist. x non-blocking barrier,"Signal interference - another turned-on bluetooth device (speaker/headphones), 5m for 5min",5,Signal interference - another turned-on bluetooth device (speaker/headphones),5,Any,Any,"1 (Side by side, facing up) ",P1,,,
x,C36,Dist. x non-blocking barrier,"Inside jean pocket, 0m for 5min",0,Inside jean pocket,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C37,Dist. x non-blocking barrier,"Inside jean pocket, 0.5m for 5min",0.5,Inside jean pocket,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C38,Dist. x non-blocking barrier,"Inside jean pocket, 1m for 5min",1,Inside jean pocket,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C39,Dist. x non-blocking barrier,"Inside jean pocket, 1.5m for 5min",1.5,Inside jean pocket,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C40,Dist. x non-blocking barrier,"Inside jean pocket, 2m for 5min",2,Inside jean pocket,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C41,Dist. x non-blocking barrier,"Inside jean pocket, 3m for 5min",3,Inside jean pocket,5,Any,Any,"1 (Side by side, facing up) ",P1,,,
,C42,Dist. x non-blocking barrier,"Inside jean pocket, 5m for 5min",5,Inside jean pocket,5,Any,Any,"1 (Side by side, facing up) ",P1,,,
x,C43,Dist. x non-blocking barrier,"Inside backpack, 0m for 5min",0,Inside backpack,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C44,Dist. x non-blocking barrier,"Inside backpack, 0.5m for 5min",0.5,Inside backpack,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C45,Dist. x non-blocking barrier,"Inside backpack, 1m for 5min",1,Inside backpack,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C46,Dist. x non-blocking barrier,"Inside backpack, 1.5m for 5min",1.5,Inside backpack,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C47,Dist. x non-blocking barrier,"Inside backpack, 2m for 5min",2,Inside backpack,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C48,Dist. x non-blocking barrier,"Inside backpack, 3m for 5min",3,Inside backpack,5,Any,Any,"1 (Side by side, facing up) ",P1,,,
,C49,Dist. x non-blocking barrier,"Inside backpack, 5m for 5min",5,Inside backpack,5,Any,Any,"1 (Side by side, facing up) ",P1,,,
x,C50,Dist. x non-blocking barrier,"Inside purse, 0m for 5min",0,Inside purse,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C51,Dist. x non-blocking barrier,"Inside purse, 0.5m for 5min",0.5,Inside purse,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C52,Dist. x non-blocking barrier,"Inside purse, 1m for 5min",1,Inside purse,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C53,Dist. x non-blocking barrier,"Inside purse, 1.5m for 5min",1.5,Inside purse,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C54,Dist. x non-blocking barrier,"Inside purse, 2m for 5min",2,Inside purse,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C55,Dist. x non-blocking barrier,"Inside purse, 3m for 5min",3,Inside purse,5,Any,Any,"1 (Side by side, facing up) ",P1,,,
,C56,Dist. x non-blocking barrier,"Inside purse, 5m for 5min",5,Inside purse,5,Any,Any,"1 (Side by side, facing up) ",P1,,,
x,C57,Dist. x non-blocking barrier,"In hand, 0m for 5min",0,In hand,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C58,Dist. x non-blocking barrier,"In hand, 0.5m for 5min",0.5,In hand,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C59,Dist. x non-blocking barrier,"In hand, 1m for 5min",1,In hand,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C60,Dist. x non-blocking barrier,"In hand, 1.5m for 5min",1.5,In hand,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C61,Dist. x non-blocking barrier,"In hand, 2m for 5min",2,In hand,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C62,Dist. x non-blocking barrier,"In hand, 3m for 5min",3,In hand,5,Any,Any,"1 (Side by side, facing up) ",P1,,,
,C63,Dist. x non-blocking barrier,"In hand, 5m for 5min",5,In hand,5,Any,Any,"1 (Side by side, facing up) ",P1,,,
x,C64,Dist. x non-blocking barrier,"Human body in between, 0m for 5min",0,Human body in between,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C65,Dist. x non-blocking barrier,"Human body in between, 0.5m for 5min",0.5,Human body in between,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C66,Dist. x non-blocking barrier,"Human body in between, 1m for 5min",1,Human body in between,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C67,Dist. x non-blocking barrier,"Human body in between, 1.5m for 5min",1.5,Human body in between,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C68,Dist. x non-blocking barrier,"Human body in between, 2m for 5min",2,Human body in between,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,C69,Dist. x non-blocking barrier,"Human body in between, 3m for 5min",3,Human body in between,5,Any,Any,"1 (Side by side, facing up) ",P1,,,
,C70,Dist. x non-blocking barrier,"Human body in between, 5m for 5min",5,Human body in between,5,Any,Any,"1 (Side by side, facing up) ",P1,,,
Distance x environment (goal: check attenuation for various physical environments),,,,,,,,,,,,,
x,D1,Dist. x non-blocking barrier,"Small space (elevator), 0m for 5min",0,Small space (elevator),5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,D2,Dist. x non-blocking barrier,"Small space (elevator), 0.5m for 5min",0.5,Small space (elevator),5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,D3,Dist. x non-blocking barrier,"Small space (elevator), 1m for 5min",1,Small space (elevator),5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,D4,Dist. x non-blocking barrier,"Small space (elevator), 1.5m for 5min",1.5,Small space (elevator),5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,D5,Dist. x non-blocking barrier,"Small space (elevator), 2m for 5min",2,Small space (elevator),5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,D6,Dist. x non-blocking barrier,"Small space (elevator), 3m for 5min",3,Small space (elevator),5,Any,Any,,P1,,,
,D7,Dist. x non-blocking barrier,"Small space (elevator), 5m for 5min",5,Small space (elevator),5,Any,Any,,P1,,,
x,D8,Dist. x non-blocking barrier,"Outside, 0m for 5min",0,Outside,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,D9,Dist. x non-blocking barrier,"Outside, 0.5m for 5min",0.5,Outside,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,D10,Dist. x non-blocking barrier,"Outside, 1m for 5min",1,Outside,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,D11,Dist. x non-blocking barrier,"Outside, 1.5m for 5min",1.5,Outside,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,D12,Dist. x non-blocking barrier,"Outside, 2m for 5min",2,Outside,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,D13,Dist. x non-blocking barrier,"Outside, 3m for 5min",3,Outside,5,Any,Any,,P1,,,
,D14,Dist. x non-blocking barrier,"Outside, 5m for 5min",5,Outside,5,Any,Any,,P1,,,
"Distance x blocking physical barrier (goal: check attenuation for various physical barriers / environments, where the physical barrier does prevent exposure)",,,,,,,,,,,,,
x,E1,Dist. x blocking barrier,"Wall, no airflow, 0m for 5min",0,"Wall, no airflow",5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E2,Dist. x blocking barrier,"Wall, no airflow, 0.5m for 5min",0.5,"Wall, no airflow",5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E3,Dist. x blocking barrier,"Wall, no airflow, 1m for 5min",1,"Wall, no airflow",5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E4,Dist. x blocking barrier,"Wall, no airflow, 1.5m for 5min",1.5,"Wall, no airflow",5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E5,Dist. x blocking barrier,"Wall, no airflow, 2m for 5min",2,"Wall, no airflow",5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E6,Dist. x blocking barrier,"Wall, no airflow, 3m for 5min",3,"Wall, no airflow",5,Any,Any,,P1,,,
,E7,Dist. x blocking barrier,"Wall, no airflow, 5m for 5min",5,"Wall, no airflow",5,Any,Any,,P1,,,
x,E8,Dist. x blocking barrier,"Wall, with airflow (open door further down the wall), 0m for 5min",0,"Wall, with airflow (open door further down the wall)",5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E9,Dist. x blocking barrier,"Wall, with airflow (open door further down the wall), 0.5m for 5min",0.5,"Wall, with airflow (open door further down the wall)",5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E10,Dist. x blocking barrier,"Wall, with airflow (open door further down the wall), 1m for 5min",1,"Wall, with airflow (open door further down the wall)",5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E11,Dist. x blocking barrier,"Wall, with airflow (open door further down the wall), 1.5m for 5min",1.5,"Wall, with airflow (open door further down the wall)",5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E12,Dist. x blocking barrier,"Wall, with airflow (open door further down the wall), 2m for 5min",2,"Wall, with airflow (open door further down the wall)",5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E13,Dist. x blocking barrier,"Wall, with airflow (open door further down the wall), 3m for 5min",3,"Wall, with airflow (open door further down the wall)",5,Any,Any,,P1,,,
,E14,Dist. x blocking barrier,"Wall, with airflow (open door further down the wall), 5m for 5min",5,"Wall, with airflow (open door further down the wall)",5,Any,Any,,P1,,,
x,E15,Dist. x blocking barrier,"Door, 0m for 5min",0,Door,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E16,Dist. x blocking barrier,"Door, 0.5m for 5min",0.5,Door,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E17,Dist. x blocking barrier,"Door, 1m for 5min",1,Door,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E18,Dist. x blocking barrier,"Door, 1.5m for 5min",1.5,Door,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E19,Dist. x blocking barrier,"Door, 2m for 5min",2,Door,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E20,Dist. x blocking barrier,"Door, 3m for 5min",3,Door,5,Any,Any,,P1,,,
,E21,Dist. x blocking barrier,"Door, 5m for 5min",5,Door,5,Any,Any,,P1,,,
x,E22,Dist. x blocking barrier,"Floor / ceiling, Flexiblem for 5min",Flexible,Floor / ceiling,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
x,E23,Dist. x blocking barrier,"Inside/outside car, 0m for 5min",0,Inside/outside car,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E24,Dist. x blocking barrier,"Inside/outside car, 0.5m for 5min",0.5,Inside/outside car,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E25,Dist. x blocking barrier,"Inside/outside car, 1m for 5min",1,Inside/outside car,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E26,Dist. x blocking barrier,"Inside/outside car, 1.5m for 5min",1.5,Inside/outside car,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E27,Dist. x blocking barrier,"Inside/outside car, 2m for 5min",2,Inside/outside car,5,Any,Any,"1 (Side by side, facing up) ",P0,,,
,E28,Dist. x blocking barrier,"Inside/outside car, 3m for 5min",3,Inside/outside car,5,Any,Any,,P1,,,
,E29,Dist. x blocking barrier,"Inside/outside car, 5m for 5min",5,Inside/outside car,5,Any,Any,,P1,,,
Orientation only,,,,,,,,,,,,,
,F1,Orientation only,"2m for 5min, no barrier, with phone case, Any iPhone ",2,None,5,Any iPhone ,Any iPhone,"1 (Side by side, facing up) ",P0,,,
,F2,Orientation only,"2m for 5min, no barrier, with phone case, Any iPhone ",2,None,5,Any iPhone ,Any iPhone,"2 (Head to toe, facing up)",P0,,,
,F3,Orientation only,"2m for 5min, no barrier, with phone case, Any iPhone ",2,None,5,Any iPhone ,Any iPhone,"3 (Side to head, facing up)",P0,,,
,F4,Orientation only,"2m for 5min, no barrier, with phone case, Any iPhone ",2,None,5,Any iPhone ,Any iPhone,4 (Facing each other) ,P0,,,
,F5,Orientation only,"2m for 5min, no barrier, with phone case, Any iPhone ",2,None,5,Any iPhone ,Any iPhone,"5 (One facing, one flat)",P0,,,
,F6,Orientation only,"2m for 5min, no barrier, with phone case, Any iPhone ",2,None,5,Any iPhone ,Any Android,"1 (Side by side, facing up) ",P0,,,
,F7,Distance only,"2m for 5min, no barrier, with phone case, Any iPhone ",2,None,5,Any iPhone ,Any Android,"2 (Head to toe, facing up)",P0,,,
,F8,Distance only,"2m for 5min, no barrier, with phone case, Any iPhone ",2,None,5,Any iPhone ,Any Android,"3 (Side to head, facing up)",P0,,,
,F9,Distance only,"2m for 5min, no barrier, with phone case, Any iPhone ",2,None,5,Any iPhone ,Any Android,4 (Facing each other) ,P0,,,
,F10,Distance only,"2m for 5min, no barrier, with phone case, Any iPhone ",2,None,5,Any iPhone ,Any Android,"5 (One facing, one flat)",P0,,,
,F11,Distance only,"2m for 5min, no barrier, with phone case, Any Android",2,None,5,Any Android,Any Android,"1 (Side by side, facing up) ",P0,,,
,F12,Distance only,"2m for 5min, no barrier, with phone case, Any Android",2,None,5,Any Android,Any Android,"2 (Head to toe, facing up)",P0,,,
,F13,Distance only,"2m for 5min, no barrier, with phone case, Any Android",2,None,5,Any Android,Any Android,"3 (Side to head, facing up)",P0,,,
,F14,Distance only,"2m for 5min, no barrier, with phone case, Any Android",2,None,5,Any Android,Any Android,4 (Facing each other) ,P0,,,
,F15,Distance only,"2m for 5min, no barrier, with phone case, Any Android",2,None,5,Any Android,Any Android,"5 (One facing, one flat)",P0,,,